OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC3=C(S2)C=CC=C3)=C(F)C=C1	ipragliflozin	pIC50=8.1319437	pIC50=8.1319437	pIC50=8.1319437
CCOC1=CC=C(CC2=C(C)C=C(OC)C(=C2)[C@@H]2S[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1	luseogliflozin	pIC50=8.64589119	pIC50=8.64589119	pIC50=8.64589119
CCC1=CC=C(CC2=CC3=C(CO[C@]33O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)C=C1	tofogliflozin	pIC50=8.53760242	pIC50=8.53760242	pIC50=8.53760242
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1	empagliflozin	pKd=7.24412537	pKd=7.24412537	pKd=7.24412537	pIC50=8.51
CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	canagliflozin	pIC50=8.6575775	pIC50=8.6575775	pIC50=8.6575775	pIC50=8.17	pIC50=8.66
[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC(CC2=CC=C(OCC)C=C2)=C(Cl)C=C1	dapagliflozin	pIC50=9.30000019	pIC50=9.30000019	pIC50=9.30000019	pIC50=7.66
CCOC(=O)NC(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3786161	pEC50=6.0
COc1cccc(Cc2cn([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4cccc(Cl)c24)c1	CHEMBL1650486	pEC50=6.05
O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc4OCOc4c3)c5c(Cl)cccc25	CHEMBL1650494	pEC50=6.06
O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccccc3)c4c(Cl)cccc24	CHEMBL1650478	pEC50=6.06
CCCN(CCCCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)C(=O)CCC4=[N+]5C(=Cc6c(C)cc(C)n6[B-]5(F)F)C=C4	CHEMBL171648	pIC50=6.07
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(OCCCCC(=O)c4ccc(C5=C6C=CC(=O)C=C6Oc7cc(O)ccc57)c(c4)C(=O)O)cc3)c2	CHEMBL449778	pIC50=6.08
CC(C)Cc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1085528	pIC50=6.09
CCc1ccc(Cc2sc(nc2Br)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL1213858	pIC50=6.11
Cc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3c(CCc4ccc5OCCc5c4)nn(C)c3c1	CHEMBL200608	pIC50=6.12
Cc1ccsc1c2nnc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)s2	CHEMBL591485	pIC50=6.12
OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL245067	pIC50=6.12
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(CC(F)(F)F)s3)c2	CHEMBL589980	pIC50=6.12
COC1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(OC(=S)N(C)C)cc3)c2	CHEMBL568609	pIC50=6.13
COc1ccc(Cn2cc([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4ccccc24)cc1	CHEMBL2064095	pEC50=6.13
OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(\C=C\c4ccccc4)s3)c2	CHEMBL3679694	pIC50=6.14
O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)c2cn(Cc3ccc4ccccc4c3)c5ccccc25	CHEMBL2064096	pEC50=6.14
CCNC(=S)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3787490	pEC50=6.15
CN(C)CCOc1cc(Cl)c(Cc2ncc(s2)c3occc3)cc1[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O.OC(=O)C(F)(F)F	CHEMBL1784419	pIC50=6.15
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(s3)c4sccc4Cl)c2	CHEMBL603166	pIC50=6.15
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cccc(CCc3ccccc3)c2	CHEMBL520894	pEC50=6.15
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(nn3)N4CCOCC4)c2	CHEMBL1082416	pIC50=6.16
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(C=C)cc3)c2	CHEMBL1807547	pIC50=6.17
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cccc(Cc3oc4ccccc4c3)c2	CHEMBL2018085	pIC50=6.17
CCOc1cn(C[C@H]2O[C@H]([C@H](O)[C@@H](O)[C@@H]2O)n3cc(Cc4ccc(cc4)C5CC5)c6c(Cl)cccc36)nn1	CHEMBL3787102	pEC50=6.18
CS(=O)(=O)c1cc(Cl)cc2N(Cc3nnc(CCc4ccc(Cl)cc4)n3CCC(F)(F)F)C(=O)COc12	CHEMBL1779210	pIC50=6.18
CC(C)C(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3786441	pEC50=6.19
CCn1c(CCc2ccc(Cl)cc2)nnc1CN3C(=O)COc4ccc(cc34)C(F)(F)F	CHEMBL1762496	pIC50=6.19
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cccc(Cc3nc4ccccc4s3)c2	CHEMBL2018087	pIC50=6.19
COc1ccc2cc(Cc3cn([C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)c5cccc(Cl)c35)ccc2c1	CHEMBL1650493	pEC50=6.2
Cc1ccc(CCCc2cccc(c2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL507895	pEC50=6.2
Cc1cccc(n1)c2nnc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)s2	CHEMBL590277	pIC50=6.2
CC1=CC(=NNC1=O)Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O	CHEMBL3679699	pIC50=6.21
CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3OC(OCc4ccccc4)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL567778	pIC50=6.21
CCc1ccc(Cc2cc([C@@H]3O[C@H]([C@H](O)CO)[C@H](O)[C@H]3O)c(OC)cc2Cl)cc1	CHEMBL2440370	pEC50=6.21
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cccc(c2)c3ccccc3	CHEMBL486837	pEC50=6.21
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)NCCO)cc3	CHEMBL2323415	pIC50=6.22
CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3OC(OC)[C@H](F)[C@H](O)[C@H]3O)cc1	CHEMBL566940	pIC50=6.22
CCc1ccc(Cc2cccc(n2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL2018080	pIC50=6.22
COc1ccc(Cc2cc(nnc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL1213736	pIC50=6.22
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(cc3)C4CC4)c2	CHEMBL1807551	pIC50=6.22
O[C@@H]1[C@@H](CNC(=O)NCCCl)O[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3787542	pEC50=6.22
CCCc1ccc(Cn2cc([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4ccccc24)cc1	CHEMBL2064102	pEC50=6.23
CCOC(=O)CCC(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3785446	pEC50=6.23
CCOc1ccc(Cc2cc(ccc2Cl)[C@]3(C)OC(OC)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL583016	pIC50=6.23
COCCCNC(=S)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3787665	pEC50=6.23
CCCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4occc4c2Cl)cc1	CHEMBL3703923	pIC50=6.24
CCOCCOCCOc1ccc(Cc2cn([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4cccc(Cl)c24)cc1	CHEMBL1650505	pEC50=6.24
CCc1ccc(cc1Cc2ccc3OCCOc3c2)[C@@H]4O[C@H](COC(=O)OC(C)c5ccccc5)[C@@H](O)[C@H](O)[C@H]4O	CHEMBL3648652	pIC50=6.25
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(s3)c4ccc5ccccc5n4)c2	CHEMBL589545	pIC50=6.25
CC(Cc1nnc(Cc2cc(ccc2Cl)C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)s1)c4ccccc4	CHEMBL3679693	pIC50=6.26
O[C@@H]1[C@@H](CNC(=O)C2CC2)O[C@H]([C@H](O)[C@H]1O)n3cc(Cc4ccc(cc4)C5CC5)c6c(Cl)cccc36	CHEMBL3786014	pEC50=6.26
CCc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3c(CCc4ccc5OCCc5c4)n[nH]c3c1	CHEMBL382319	pIC50=6.27
Cc1ccc(Oc2cccc(c2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL488839	pEC50=6.27
Cc1ccc2nc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nnc2c1	CHEMBL3679700	pIC50=6.27
OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(CN3C=Cc4occc4C3=O)c2	CHEMBL3660001	pIC50=6.27
OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(s3)C4CCCCC4)c2	CHEMBL591937	pIC50=6.27
CCn1c(CN2C(=O)COc3cc(Br)ccc23)nnc1SCc4ccc(Cl)cc4	CHEMBL1762494	pIC50=6.28
O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(OCC#C)cc3)c4c(Cl)cccc24	CHEMBL1650504	pEC50=6.28
CCOC(=O)CNC(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3785266	pEC50=6.29
Cc1cccc(Cc2cccc(c2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1	CHEMBL486664	pEC50=6.29
CCNC(=O)c1c(O)c(Cc2ccc(OC)cc2)cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1O	CHEMBL429911	pEC50=6.3
COC(=O)[C@]1(COC(=O)c2ccc(OC)c(OC)c2)[C@H]3C[C@@H]4N(C/C/3=C/C)[C@@H]5C[C@]16c7cc(OC)ccc7N(C)[C@]46O5	CHEMBL592603	pIC50=6.3
O[C@@H]1[C@@H](CNC(=O)Cc2cccs2)O[C@H]([C@H](O)[C@H]1O)n3cc(Cc4ccc(cc4)C5CC5)c6c(Cl)cccc36	CHEMBL3786041	pEC50=6.3
CN1C(=O)CN(C1=O)c2ccc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2	CHEMBL3288757	pIC50=6.31
CN1C(=O)N(c2ccc(Cc3cc(ccc3Cl)C4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2)C(C)(C)C1=O	CHEMBL3660005	pIC50=6.31
Cc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3c(CCc4ccc5occc5c4)n[nH]c3c1	CHEMBL371448	pIC50=6.31
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(CNC(=O)c4ccccc4)cc3)c2	CHEMBL496518	pIC50=6.31
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc4ccccc4n3)c2	CHEMBL3679701	pIC50=6.31
O[C@@H]1[C@@H](CNC(=S)Nc2ccc(Cl)cc2)O[C@H]([C@H](O)[C@H]1O)n3cc(Cc4ccc(cc4)C5CC5)c6c(Cl)cccc36	CHEMBL3785653	pEC50=6.31
CC(C)(Cc1nnc(CN2C(=O)COc3c(Cl)cc(Cl)cc23)n1CCC(F)(F)F)c4ccccc4	CHEMBL1779212	pIC50=6.32
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cccc(CCCc3ccccc3)c2	CHEMBL520379	pEC50=6.32
COc1ccc(Cc2cn([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4cccc(Cl)c24)cc1F	CHEMBL1650491	pEC50=6.33
OCCC1=CN2C(=NN(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C2=O)C=C1	CHEMBL3659999	pIC50=6.33
O[C@@H]1[C@@H](Cn2cncn2)O[C@H]([C@H](O)[C@H]1O)c3ccc(Cl)c(Cc4ncc(s4)c5occc5)c3	CHEMBL1642728	pIC50=6.33
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCCC(=O)N)cc3	CHEMBL2323414	pIC50=6.34
CC1CCC(Cc2nnc(Cc3cc(ccc3Cl)C4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)s2)CC1	CHEMBL3679692	pIC50=6.34
CCOC(=O)c1nnn(c2ccc3c(oc4ccccc34)c2)c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125148	pIC50=6.34
Cc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3c(CCc4ccc5OCCc5c4)n[nH]c3c1	CHEMBL382302	pIC50=6.34
CCCCOc1ncc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CC)[C@@H](O)[C@H](O)[C@H]3O)cn1	CHEMBL1289514	pIC50=6.35
Cc1cc(sc1Cc2ccc(Cl)cc2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O	CHEMBL1829083	pIC50=6.35
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(s3)C4CCCC4)c2	CHEMBL591490	pIC50=6.35
CC(C)COc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1085546	pIC50=6.36
CCn1c(CN2C(=O)COc3cc(Cl)ccc23)nnc1SCc4ccc(Cl)cc4	CHEMBL1762493	pIC50=6.37
CN(CCCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)C(=O)CCC4=[N+]5C(=Cc6c(C)cc(C)n6[B-]5(F)F)C=C4	CHEMBL473046	pIC50=6.37
CSc1ccc(Cc2cn([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4cccc(Cl)c24)cc1	CHEMBL1650499	pEC50=6.37
Cc1ccc(CCc2cccc(c2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL486637	pEC50=6.37
CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3OC(OC(C)C)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL585876	pIC50=6.38
Cc1cc(C)n2c1C=C3C=CC(=[N+]3[B-]2(F)F)CCC(=O)NCCOc4ccc(Cc5cc(ccc5Cl)[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc4	CHEMBL442864	pIC50=6.38
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2nc(Cc3ccc(cc3)c4ccccc4)c(Cl)s2	CHEMBL1213937	pIC50=6.39
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nncc(n3)c4ccccc4)c2	CHEMBL3679703	pIC50=6.4
COc1ccc(CCc2c[nH]c3cc(C)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c23)cc1	CHEMBL382293	pIC50=6.41
O[C@@H]1[C@@H](CNC(=O)c2oncc2)O[C@H]([C@H](O)[C@H]1O)n3cc(Cc4ccc(cc4)C5CC5)c6c(Cl)cccc36	CHEMBL3785202	pEC50=6.41
CCCCc1nnc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)s1	CHEMBL591714	pIC50=6.42
CCc1ccc(Cc2cnn(c2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL2430316	pIC50=6.42
COc1ccc(CCn2nnc3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c23)cc1	CHEMBL200236	pIC50=6.42
COc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1	CHEMBL2159107	pIC50=6.42
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)NC(C)(C)C(=O)N4CCNCC4)cc3C	CHEMBL2323695	pIC50=6.43
CCn1c(CN2C(=O)CSc3ccc(cc23)C(F)(F)F)nnc1SCc4ccc(Cl)cc4	CHEMBL1762484	pIC50=6.43
CN(C)c1ccc2C(=C3C=CC(=[N+](C)C)C=C3Oc2c1)c4ccc(cc4C(=O)[O-])C(=O)CCCCOc5ccc(Cc6cc(ccc6Cl)[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)cc5	CHEMBL503496	pIC50=6.43
CCOC(=O)c1nnn(c1[C@H](O)[C@@H](O)[C@H](C)O)c2ccccc2[N+](=O)[O-]	CHEMBL3125145	pIC50=6.44
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)N(C)CCO)cc3	CHEMBL2323416	pIC50=6.45
CCCCCc1nnc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)s1	CHEMBL601947	pIC50=6.45
CCCCc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1083671	pIC50=6.45
O[C@@H]1[C@@H](Cn2cc(nn2)C3CC3)O[C@H]([C@H](O)[C@H]1O)n4cc(Cc5ccc(cc5)C6CC6)c7c(Cl)cccc47	CHEMBL3785614	pEC50=6.45
CN(Cc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)C(=O)c4ccc(C5=C6C=CC(=O)C=C6Oc7cc(O)ccc57)c(c4)C(=O)O	CHEMBL443616	pIC50=6.46
COc1cccc(c1)c2ccc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn2	CHEMBL1085271	pIC50=6.46
OC[C@H]1O[C@@H](Oc2n[nH]c(c2Cc3ccccc3)C(F)(F)F)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL2159096	pIC50=6.47
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(cc3)N4C=C(O)N(C4=O)C(c5ccccc5)(c6ccccc6)c7ccccc7)c2	CHEMBL3660002	pIC50=6.48
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(cc3)N4CC(=O)N(C4=O)C(c5ccccc5)(c6ccccc6)c7ccccc7)c2	CHEMBL3288753	pIC50=6.48
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cc(Cc3nnc(s3)c4occc4)c5ccccc5c2	CHEMBL3679707	pIC50=6.49
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)NCCCO)cc3	CHEMBL2323417	pIC50=6.5
CN(CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)C(=O)CCC4=[N+]5C(=Cc6c(C)cc(C)n6[B-]5(F)F)C=C4	CHEMBL509911	pIC50=6.5
CNC(=S)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3787623	pEC50=6.5
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(CN3N=C4C=CC=CN4C3=S)c2	CHEMBL3659996	pIC50=6.5
CCOC(=O)c1nnn(c2ccc(Br)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125156	pIC50=6.51
CN(C)c1ccc(Cc2cn([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4cccc(Cl)c24)cc1	CHEMBL1650500	pEC50=6.53
Cc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1086006	pIC50=6.53
OC[C@H]1O[C@@H](Oc2cccc3[nH]cc(Cc4ccc(Cl)cc4)c23)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL206277	pIC50=6.53
OC[C@H]1O[C@@H](Oc2cccc3[nH]cc(Cc4ccc5ccccc5c4)c23)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL206430	pIC50=6.53
CCOC(=O)CNC(=S)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3787475	pEC50=6.54
CN(Cc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)c4ccc(c5nonc45)[N+](=O)[O-]	CHEMBL501165	pIC50=6.54
