COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1	mycophenolate mofetil	pKi=8.1549015	pKi=8.1549015	pKi=8.1549015
NC1=NC2=C(NC=N2)C(=S)N1	thioguanine
COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	mycophenolic acid	pIC50=4.7	pIC50=4.7	pIC50=4.7	pIC50=6.2
O[C@H]1[C@H](COP(=O)(O)O)OC([C@H]1O)n2cnc3c(O)nc(C=C)nc23	CHEMBL607644	pIC50=6.0
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CN(CCP(=O)(O)O)C(=O)C	CHEMBL210515	pIC50=6.11
COc1cc(Nc2cnc(s2)c3ccccc3)ccc1c4ocnc4	CHEMBL104710	pIC50=6.12
C\C(=C/Cc1c(C)c(C)c(C)c(Br)c1N)\CCC(=O)O	CHEMBL114426	pIC50=6.12
Brc1c(NC(=O)Nc2ccccc2)ccc3cnccc13	CHEMBL26258	pIC50=6.13
CCOC(=O)N\C(=N/c1ccc(c(OC)c1)c2ocnc2)\Nc3cccc(C)c3	CHEMBL317497	pIC50=6.13
COc1c(C)c2COC(=O)c2c(O)c1CCOP(=O)(O)CP(=O)(O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(cccc45)[N+](=O)[O-]	CHEMBL3098177	pKi=6.13
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CN(CCP(=O)(O)O)C=O	CHEMBL379098	pIC50=6.13
O=C(Nc1ccccc1)Nc2ccc3cnccc3c2	CHEMBL27529	pIC50=6.13
CNc1nc(Nc2ccc(c(OC)c2)c3ocnc3)nc(n1)N4CCC[C@@H]4CO	CHEMBL66176	pIC50=6.14
Cn1cc(C#N)c2ccc(NC(=O)Nc3ccccc3)cc12	CHEMBL333482	pIC50=6.14
NC(=O)c1csc(n1)[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@@H]3O[C@@H]([C@@H](O)[C@H]3F)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O	CHEMBL3144026	pIC50=6.16
COc1c(C)c(C)c(C#N)c(Cl)c1C\C=C(/C)\CCC(=O)O	CHEMBL134052	pIC50=6.17
Cc1cccc(NC(=O)Nc2ccc3c(cn(C)c3c2)C#N)c1	CHEMBL118899	pIC50=6.17
CON\C(=N/c1ccc(c(OC)c1)c2ocnc2)\Nc3cccc(C)c3	CHEMBL98904	pIC50=6.18
COc1c(C)c2CCOC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)O	CHEMBL422804	pIC50=6.19
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)Nc3ccccc3N	CHEMBL239105	pKi=6.19
Cc1cccc(NC(=O)Nc2ccc(cc2)c3ocnc3)c1	CHEMBL62232	pIC50=6.19
COc1cc(NC(=O)\C=C\c2c[nH]c3ccccc23)ccc1c4ocnc4	CHEMBL99044	pIC50=6.2
COc1cc(NC(=O)c2ccc3[nH]ccc3c2)ccc1c4ocnc4	CHEMBL99874	pIC50=6.2
COc1cc(NC(=O)c2ccccc2)ccc1c3ocnc3	CHEMBL99571	pIC50=6.2
Nc1ccc2c(c[nH]c2c1)c3ccncc3	CHEMBL207612	pIC50=6.2
CNc1nc(NC)nc(Nc2ccc(c(OC)c2)c3ocnc3)n1	CHEMBL67322	pIC50=6.21
C\C(=C/Cc1c(C)c(C)c(C)c(Br)c1O)\CCC(=O)O	CHEMBL134157	pIC50=6.21
COc1cc2[nH]c(Cc3ccccc3)cc2cc1c4ocnc4	CHEMBL281635	pIC50=6.22
CCOC(=O)c1ccc2c(c[nH]c2c1)c3ccncc3	CHEMBL208261	pIC50=6.23
COc1c(C)c(C)c(I)c(O)c1C\C=C(/C)\CCC(=O)O	CHEMBL135153	pIC50=6.23
COc1cc(NC(=O)\C=C\c2cccc(C)c2)ccc1c3ocnc3	CHEMBL320847	pIC50=6.23
COc1c(C)c(C)c(Cl)c(Cl)c1C\C=C(/C)\CCC(=O)O	CHEMBL135055	pIC50=6.25
Nc1ccc2cnccc2c1Br	CHEMBL27011	pIC50=6.26
COc1c(C)c(C)c(C#N)c(O)c1C\C=C(/C)\CCC(=O)O	CHEMBL131793	pIC50=6.27
COc1c(C)c(C)c(Cl)cc1C\C=C(/C)\CCC(=O)O	CHEMBL134953	pIC50=6.27
COc1c(C)c2COC(=O)c2c(O)c1CCC(C)CCC(=O)NO	CHEMBL238905	pKi=6.27
COc1cc(NC(=O)c2oc(C)c(C)c2)ccc1c3ocnc3	CHEMBL100929	pIC50=6.27
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N3CCC[C@H]3C(=O)O	CHEMBL3098176	pKi=6.28
COc1cc2NC3(CCOCC3)N(C)C(=O)c2cc1c4ocnc4	CHEMBL198897	pIC50=6.28
Nc1cccc2c(c[nH]c12)c3ccncc3	CHEMBL207262	pIC50=6.28
COc1cc2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)O	CHEMBL334760	pIC50=6.29
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\C=C\P(=O)(O)O	CHEMBL384908	pIC50=6.3
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CN(CCP(=O)(O)O)S(=O)(=O)C	CHEMBL212199	pIC50=6.3
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CNCCP(=O)(O)O	CHEMBL212170	pIC50=6.3
COc1cc2[nH]c(cc2cc1c3ocnc3)c4ccccc4	CHEMBL23590	pIC50=6.3
COc1cc2[nH]c(cc2cc1c3ocnc3)c4csc5ccccc45	CHEMBL277190	pIC50=6.3
Cc1cccc(NC(=O)Nc2ccc(cc2)c3ocnc3C)c1	CHEMBL302224	pIC50=6.3
COC(=O)CNC(=O)CC\C(=C\Cc1c(O)c2C(=O)OCc2c(C)c1OC)\C	CHEMBL2437258	pKi=6.31
COc1c(C)c(C)c(Cl)c(N)c1C\C=C(/C)\CCC(=O)O	CHEMBL132674	pIC50=6.31
Cc1cccc(c1)c2oc(Nc3ccc4c(cn(C)c4c3)C#N)nc2	CHEMBL118613	pIC50=6.31
COc1c(C)c(C)c(c(N)c1C\C=C(/C)\CCC(=O)O)[N+](=O)[O-]	CHEMBL135411	pIC50=6.33
COc1c(C)c2COC(=O)c2c(O)c1CCOP(=O)(O)CP(=O)(O)OCCc3c(O)c4C(=O)OCc4c(C)c3OC	CHEMBL348359	pKi=6.33
COc1c(C)c(C)c(Br)c(N)c1C\C=C(/C)\CCC(=O)O	CHEMBL444599	pIC50=6.34
c1ccc(cc1)c2ccc3c(c[nH]c3c2)c4ccncc4	CHEMBL207621	pIC50=6.34
CCc1nc(N)c2ncn([C@@H]3O[C@H](CNS(=O)(=O)CS(=O)(=O)NCCc4c(O)c5C(=O)OCc5c(C)c4OC)[C@@H](O)[C@H]3O)c2n1	CHEMBL444916	pKi=6.36
COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC\C(=C\Cc3c(O)c4C(=O)OCc4c(C)c3OC)\C	CHEMBL3098167	pKi=6.36
COC(=O)[C@H](Cc1ccccc1)NC(=O)CC\C(=C\Cc2c(O)c3C(=O)OCc3c(C)c2OC)\C	CHEMBL2437265	pKi=6.36
COc1c(C)c(C)c(Cl)c(F)c1C\C=C(/C)\CCC(=O)O	CHEMBL337471	pIC50=6.36
COc1cc(NC(=O)CC(=O)Nc2cccc(C)c2)ccc1c3ocnc3	CHEMBL25689	pIC50=6.36
Cc1ccccc1c2oc(Nc3ccc4c(cn(C)c4c3)C#N)nc2	CHEMBL119114	pIC50=6.36
NC(=O)c1csc(n1)[C@H]2O[C@@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@H](O)[C@@H]2O	CHEMBL2364562	pKi=6.36
OC(O)c1nc(O)c2ncn(C3O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]3O)c2n1	CHEMBL610230	pIC50=6.36
C[C@H](NC(=O)c1ccc2C(=O)c3ccccc3Nc2c1)c4ccccc4	CHEMBL231148	pIC50=6.37
COc1c(C)c2C(C)OC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)O	CHEMBL132258	pIC50=6.38
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)NO	CHEMBL238461	pIC50=6.38
Cc1[nH]c2cc(N)ccc2c1c3ccncc3	CHEMBL207502	pIC50=6.38
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4ccccc4CNC(=O)OC5CCOC5)cc12	CHEMBL118384	pIC50=6.38
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4ccccc4CNC(=O)OCCC#N)cc12	CHEMBL118983	pIC50=6.38
Brc1ccc2c(c[nH]c2c1)c3ccncc3	CHEMBL206257	pIC50=6.39
CCc1c2COC(=O)c2c(O)c(C\C=C(/C)\CCC(=O)O)c1OC	CHEMBL132181	pIC50=6.39
COc1cc(NC(=O)\C=C\c2ccccc2F)ccc1c3ocnc3	CHEMBL95418	pIC50=6.39
COc1cc(Nc2nc(NCc3ccccc3)nc(n2)c4ccccc4)ccc1c5ocnc5	CHEMBL308241	pIC50=6.39
COc1cc(Nc2oc(cn2)c3ccccc3)ccc1n4cncn4	CHEMBL62377	pIC50=6.39
COc1c(C)c2COC(=O)c2c(O)c1CCOP(=O)(O)CP(=O)(O)O	CHEMBL162782	pKi=6.4
COc1cc(NC(=O)CC(=O)Nc2ccccc2)ccc1c3ocnc3	CHEMBL24737	pIC50=6.4
COc1cc(Nc2nc(C)c(Cc3cccc(Cl)c3)s2)ccc1c4ocnc4	CHEMBL1915558	pIC50=6.4
COc1cc(Nc2oc(cn2)c3ccccc3)ccc1C#N	CHEMBL117408	pIC50=6.4
O=C(NCc1ccccc1)Nc2ccc3cnccc3c2	CHEMBL29926	pIC50=6.4
CNc1nc(Nc2ccc(c(OC)c2)c3ocnc3)nc(n1)N4CCC[C@H]4COC	CHEMBL422584	pIC50=6.41
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N[C@H]3CO3	CHEMBL2418586	pIC50=6.41
COc1cc2NC3(CCN(C3)C(=O)Nc4ccccc4)N(C)C(=O)c2cc1c5ocnc5	CHEMBL372187	pIC50=6.41
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\COP(=O)(O)CP(=O)(O)OC[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)n4cnc5c(N)ncnc45	CHEMBL2311206	pKi=6.42
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\COP(=O)(O)CP(=O)(O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45	CHEMBL1170847	pKi=6.42
COc1cc(N\C(=N\c2cccc(OCCOc3ccccc3)c2)\NC#N)ccc1c4ocnc4	CHEMBL99278	pIC50=6.42
COC(=O)[C@@H]1C[C@]2(CN1C(=O)OC(C)(C)C)Nc3cc(OC)c(cc3C(=O)N2C)c4ocnc4	CHEMBL198524	pIC50=6.43
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CC\C(=C\Cc2c(O)c3C(=O)OCc3c(C)c2OC)\C	CHEMBL3098170	pKi=6.44
COc1cc2[nH]c(Cc3ccccc3)c(C=O)c2cc1c4ocnc4	CHEMBL280431	pIC50=6.44
O=S(=O)(Nc1ccc2c(c[nH]c2c1)c3ccncc3)c4ccccc4	CHEMBL380132	pIC50=6.44
COc1cc(NC(=O)NCc2cccc(\C=C\C(=O)NO)c2)ccc1c3ocnc3	CHEMBL1215174	pKi=6.47
COc1cc(N\C(=N\c2cccc(CNC(=O)O[C@H]3CCOC3)c2)\NC#N)ccc1c4ocnc4	CHEMBL101463	pIC50=6.47
COc1cc(N\C(=N\c2ccccn2)\NC#N)ccc1c3ocnc3	CHEMBL98322	pIC50=6.47
Cc1[nH]c2ccccc2c1c3ccncc3	CHEMBL207501	pIC50=6.47
NC(=O)c1csc(c1)[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O	CHEMBL3144004	pKi=6.47
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N[C@@H]3CO3	CHEMBL2418585	pIC50=6.48
COc1cc(NC(=N)NC#N)ccc1c2ocnc2	CHEMBL98393	pIC50=6.48
COc1cc(NC(=O)c2ccc3OCOc3c2)ccc1c4ocnc4	CHEMBL321972	pIC50=6.48
COc1cc(Nc2nc(nc(n2)c3ccccc3)N4CCN(C)CC4)ccc1c5ocnc5	CHEMBL69527	pIC50=6.48
COc1cc(Nc2nnc(s2)c3ccccc3)ccc1c4ocnc4	CHEMBL104282	pIC50=6.48
COc1cc2NC3(CCCC3)N(C)C(=O)c2cc1c4ocnc4	CHEMBL199128	pIC50=6.48
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)NCC(=O)O	CHEMBL2437269	pKi=6.49
COc1cc(N\C(=N\c2cccnc2)\NC#N)ccc1c3ocnc3	CHEMBL101822	pIC50=6.5
CCc1cc(Nc2oc(cn2)c3ccccc3N(C)C(=O)CN4CCOCC4)ccc1c5ocnc5	CHEMBL62747	pIC50=6.51
CNc1nc(Nc2ccc(c(OC)c2)c3ocnc3)nc(n1)c4ccccc4C	CHEMBL65958	pIC50=6.51
COc1c(C)c2COC(=O)c2c(O)c1CCNS(=O)(=O)CS(=O)(=O)NC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)nc(nc45)c6ccccc6	CHEMBL510826	pKi=6.51
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCCOP(=O)(O)CP(=O)(O)OC[C@@H]3OC([C@@H](O)[C@H]3O)n4cnc5c(N)ncnc45	CHEMBL610421	pKi=6.52
COc1cc(NC(=O)\C=C\c2cccc(Cl)c2)ccc1c3ocnc3	CHEMBL330428	pIC50=6.52
COc1cc(Nc2nc(cs2)c3ccccc3)ccc1c4ocnc4	CHEMBL104739	pIC50=6.52
COc1cc2NC(C)(C)N(CCc3ccncc3)C(=O)c2cc1c4ocnc4	CHEMBL198791	pIC50=6.52
COc1cc2nccc(O)c2cc1c3ocnc3	CHEMBL359161	pIC50=6.52
NC(=O)c1csc(n1)[C@@H]2O[C@H](COP(=O)(O)C(F)(F)P(=O)(O)OC[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O	CHEMBL3144028	pKi=6.52
COc1cc2NC(=O)N(CCN3CCOCC3)C(=O)c2cc1c4ocnc4	CHEMBL444085	pIC50=6.53
COC[C@@H]1CCCN1c2nc(Nc3ccc(c(OC)c3)c4ocnc4)nc(n2)c5ccccc5	CHEMBL68146	pIC50=6.54
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CP(=O)(OC)OC	CHEMBL208748	pIC50=6.54
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(\C)/CCCOP(=O)(O)CP(=O)(O)OC[C@@H]3OC([C@@H](O)[C@H]3O)n4cnc5c(N)ncnc45	CHEMBL608195	pKi=6.54
COc1cc(NC(=O)Nc2cccc(C)c2)ccc1C#N	CHEMBL116208	pIC50=6.54
COc1cc2[nH]c3CCC(=O)Cc3c2cc1c4ocnc4	CHEMBL23127	pIC50=6.54
C\C(=C/Cc1c(C)c(C)c(C)c(c1O)[N+](=O)[O-])\CCC(=O)O	CHEMBL134954	pIC50=6.54
COc1cc(N\C(=N\c2cccc(CO)c2)\NC#N)ccc1c3ocnc3	CHEMBL99625	pIC50=6.55
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4ccccc4CN)cc12	CHEMBL333483	pIC50=6.55
COC\C(=C\Cc1c(O)c2C(=O)OCc2c(C)c1OC)\C	CHEMBL378113	pIC50=6.56
COc1cc(Nc2nc(nc(n2)c3ccccc3)N(C)C)ccc1c4ocnc4	CHEMBL68220	pIC50=6.57
NC(=O)C1=C[Se]C(=C1)[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O	CHEMBL3144003	pKi=6.57
CN(C(=O)COC(=O)C)c1ccccc1c2oc(Nc3ccc4c(cn(C)c4c3)C#N)nc2	CHEMBL116596	pIC50=6.58
COc1c(C)c2COC(=O)c2c(O)c1CCOP(=O)(O)CP(=O)(O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45	CHEMBL410744	pKi=6.59
COc1cc(NC(=O)c2ccc(C)c(C)c2)ccc1c3ocnc3	CHEMBL414224	pIC50=6.59
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4ccc(CN)cc4)cc12	CHEMBL118664	pIC50=6.59
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4cccc(CNC(=O)OC5CCOC5)c4)cc12	CHEMBL333662	pIC50=6.59
NC(=O)c1csc(n1)[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)nc(NCCc6ccccc6)nc45)[C@@H](O)[C@H]2O	CHEMBL414564	pKi=6.59
COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)C	CHEMBL209723	pIC50=6.6
COc1cc(NC(=O)Nc2ccc(\C=C\C(=O)NO)cc2)ccc1c3ocnc3	CHEMBL1215243	pKi=6.6
COc1cc(N\C(=N\c2ccccc2)\NC#N)ccc1c3ocnc3	CHEMBL60730	pIC50=6.6
COc1cc(Nc2nc(NCC(=O)O)nc(n2)c3ccccc3)ccc1c4ocnc4	CHEMBL68170	pIC50=6.6
COc1c(C)c2CNC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)O	CHEMBL133718	pIC50=6.61
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\COCP(=O)(O)O	CHEMBL378089	pIC50=6.61
Cc1ccc(NC(=O)Nc2ccc3cnccc3c2)cc1	CHEMBL29927	pIC50=6.61
COc1cc(N\C(=N\c2cccc(C)c2)\NC#N)ccc1c3ocnc3	CHEMBL98740	pIC50=6.62
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4cccc(CNC(=O)OCCC#N)c4)cc12	CHEMBL118260	pIC50=6.62
COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CC\C(=C\Cc3c(O)c4C(=O)OCc4c(C)c3OC)\C	CHEMBL3098164	pKi=6.63
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O	CHEMBL3098165	pKi=6.63
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OC[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)n4cnc5c(N)ncnc45	CHEMBL3098181	pKi=6.64
COc1cc(NC(=O)Nc2ccc(\C=C\C(=O)NO)cc2)ccc1C#N	CHEMBL1215245	pKi=6.64
COc1cc(NC(=O)\C=C\c2ccc(Cl)cc2)ccc1c3ocnc3	CHEMBL100205	pIC50=6.64
COc1cc2[nH]c(c(C=O)c2cc1c3ocnc3)c4ccccc4	CHEMBL23883	pIC50=6.64
C\C(=C/Cc1c(O)c2C(=O)OCc2c(C)c1C(=O)N)\CCC(=O)O	CHEMBL133974	pIC50=6.64
Cc1ccc(NC(=O)Nc2ccc3c(cn(C)c3c2)C#N)cc1	CHEMBL323943	pIC50=6.64
Cc1[nH]c2cc(NS(=O)(=O)c3ccccc3)ccc2c1c4ccncc4	CHEMBL379524	pIC50=6.65
CNc1cc(O)c2cc(c(OC)cc2n1)c3ocnc3	CHEMBL357069	pIC50=6.66
COc1cc2[nH]c(Cc3ccccc3)c(C#N)c2cc1c4ocnc4	CHEMBL23108	pIC50=6.66
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O	CHEMBL3098171	pKi=6.67
CN(C)CCOC(=O)NCc1cccc(c1)c2oc(Nc3ccc4c(cn(C)c4c3)C#N)nc2	CHEMBL118115	pIC50=6.68
COc1cc(NC(=O)\C=C\c2ccc(C)cc2)ccc1c3ocnc3	CHEMBL95865	pIC50=6.68
COc1cc(NC(=O)\C=C\c2cccnc2)ccc1c3ocnc3	CHEMBL318066	pIC50=6.68
COc1cc(NC(=O)c2oc3ccccc3c2)ccc1c4ocnc4	CHEMBL95962	pIC50=6.68
COc1cc2nc(cc(O)c2cc1c3cocn3)c4ccccc4	CHEMBL65738	pIC50=6.68
Cc1ccc(cc1)c2oc(Nc3ccc4c(c[nH]c4c3)c5ocnc5)nc2	CHEMBL324781	pIC50=6.69
COc1c(C)c2COC(=O)c2c(O)c1CCn3cc(COC[C@H]4O[C@H]([C@H](O)[C@@H]4O)n5cnc6c(N)ncnc56)nn3	CHEMBL1170850	pKi=6.7
COc1cc(NC(=O)C(=O)Nc2cccc(\C=C\C(=O)NO)c2)ccc1c3ocnc3	CHEMBL1215313	pKi=6.7
COc1cc(NC(=O)\C=C\c2cccc(F)c2)ccc1c3ocnc3	CHEMBL421203	pIC50=6.7
COc1cc2nc(cc(O)c2cc1c3ocnc3)N(C)C	CHEMBL346396	pIC50=6.7
Cc1cccc(NC(=O)Nc2ccc3c(c[nH]c3c2)c4ocnc4)c1	CHEMBL112444	pIC50=6.7
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4cccc(NC(=O)c5ccccc5)c4)cc12	CHEMBL327031	pIC50=6.7
COc1cc(Nc2n[nH]c(n2)c3ccccc3)ccc1c4ocnc4	CHEMBL104240	pIC50=6.72
COc1cc(Nc2nc(nc(n2)c3ccccc3)N4CCOCC4)ccc1c5ocnc5	CHEMBL432528	pIC50=6.72
COc1cc(Nc2oc(cn2)c3ccccc3)ccc1c4occn4	CHEMBL65737	pIC50=6.72
COc1cc2NC(C)(C)N(C)C(=O)c2cc1c3ocnc3	CHEMBL370650	pIC50=6.72
COc1c(C)c2COC(=O)c2c(O)c1CCOP(=O)(O)CP(=O)(O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4c(Br)nc5c(N)ncnc45	CHEMBL3098179	pKi=6.73
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)NCC(=O)NC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45	CHEMBL3098185	pKi=6.73
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NC[C@H]5O[C@H]([C@H](O)[C@@H]5O)n6cnc7c(N)ncnc67	CHEMBL3098166	pKi=6.73
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N[C@@H](Cc3ccccc3)C(=O)NC[C@H]4O[C@H]([C@H](O)[C@@H]4O)n5cnc6c(N)ncnc56	CHEMBL3098186	pKi=6.73
COc1cc2NC(=O)N(CCc3ccncc3)C(=O)c2cc1c4ocnc4	CHEMBL179230	pIC50=6.73
COc1c(C)c(C)c(c(O)c1C\C=C(/C)\CCC(=O)O)[N+](=O)[O-]	CHEMBL134206	pIC50=6.74
COc1c(C)c2COC(=O)c2c(O)c1CCNS(=O)(=O)CS(=O)(=O)NC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)nc(nc45)C#C	CHEMBL389392	pKi=6.75
COc1cc(N\C(=N\c2cccc(CNC(=O)NCC3CCCO3)c2)\NC#N)ccc1c4ocnc4	CHEMBL101270	pIC50=6.75
COc1cc2nc(Cc3ccccc3)cc(O)c2cc1c4ocnc4	CHEMBL153759	pIC50=6.75
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4ccc(CNC(=O)C(C)(C)C)cc4)cc12	CHEMBL119407	pIC50=6.75
Cn1cc(C#N)c2ccc(Nc3oc(cn3)c4cccc(CN)c4)cc12	CHEMBL120656	pIC50=6.75
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N[C@@H](C(C)C)C(=O)O	CHEMBL2437272	pKi=6.76
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O	CHEMBL3098168	pKi=6.76
CNc1nc(Nc2ccc(c(OC)c2)c3ocnc3)nc(n1)c4ccc(C)cc4	CHEMBL67703	pIC50=6.77
