CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1	fingolimod	pEC50=9.52	pEC50=9.52	pEC50=9.52	pEC50=8.14
CC(C)(C)c1ccc(cc1)c2oc(nn2)c3ccc(CN4CC(C4)C(=O)O)cc3	CHEMBL196149	pIC50=7.0
CCCCCCCCOc1ccc(NC(=O)[C@@](C)(N)\C=C\C(=O)O)cc1	CHEMBL2315817	pIC50=7.13
NC(CO)(CCc1ccc(cc1)c2coc(n2)c3ccc(OC(F)(F)F)cc3)COP(=O)(O)O	CHEMBL3341922	pEC50=7.13
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3cccc(C)c3C	CHEMBL1097535	pEC50=7.14
CCCCc1ccc(CCc2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1	CHEMBL3133606	pEC50=7.14
Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCCCO	CHEMBL3122004	pEC50=7.15
CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)c(CN(C)C)c(C)c3	CHEMBL3800093	pEC50=7.16
NC(CO)(CCc1ccc(cc1)c2coc(n2)c3occc3)COP(=O)(O)O	CHEMBL3341927	pEC50=7.16
C1CCC(CC1)n2ncc(c3onc(n3)c4ccc5[nH]ncc5c4)c2c6ccncc6	CHEMBL3701815	pKi=7.17
CC(C)Oc1cc(cc(C)n1)c2onc(n2)c3cc(F)c(OC[C@H](N)CO)cc3Cl	CHEMBL3754731	pEC50=7.17
CCC\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3ccccc3	CHEMBL1097103	pEC50=7.17
CCCCc1ccc(Oc2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1	CHEMBL3133612	pEC50=7.18
CCCCc1ccc(Oc2ccc(CCC(N)(CO)COP(=O)(O)O)cc2F)cc1	CHEMBL3133598	pEC50=7.18
CCCCCc1occ(n1)c2ccc(CCC(N)(CO)COP(=O)(O)O)cc2	CHEMBL3341935	pEC50=7.19
CC(C)Cc1cc(cc(C)n1)c2onc(n2)c3cc(C)c(OC[C@H]4COC(=O)N4)cn3	CHEMBL3753596	pEC50=7.2
CC(C)Oc1ccc(cc1Cl)c2nnc(s2)c3cncn3C	CHEMBL3770302	pEC50=7.2
CCOc1ncc(cc1Cl)c2onc(n2)c3cc(F)c(OC[C@H](N)CO)cc3Cl	CHEMBL3752990	pEC50=7.21
CN(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3ccccc3	CHEMBL1096786	pEC50=7.21
C\C(=N/OCc1ccc(c(F)c1)c2ccccc2)\c3ccc(CNCCC(=O)O)cc3	CHEMBL2336089	pEC50=7.22
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1C(C)C	CHEMBL1094501	pEC50=7.24
CC(C)\N=C\1/S\C(=C/c2ccc(OCCCO)cc2)\C(=O)N1c3ccccc3	CHEMBL1096676	pEC50=7.24
CCCCCCCCc1ccc(NC(=O)[C@H](N)COP(=O)(O)O)cc1.OC(=O)C(F)(F)F	CHEMBL422074	pEC50=7.24
CCn1c(nc2ccc(cc12)C(F)(F)F)[C@@H](C)NS(=O)(=O)c3cccc(c3)C#N	CHEMBL3605537	pEC50=7.24
OC(=O)C1CN(Cc2ccc(c(F)c2)c3oc4ccc(Cc5ccccc5)cc4c3)C1	CHEMBL1651717	pEC50=7.24
O[C@@H]1[C@@H](COc2cc(ccc12)c3noc(n3)c4onc(c5ccccc5)c4C(F)(F)F)N6CCCC(C6)C(=O)O	CHEMBL3640920	pIC50=7.24
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1CC=C	CHEMBL1094831	pEC50=7.26
CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3sc(CN(C)CC(C)C)c(C)c3C	CHEMBL3798807	pEC50=7.26
NC(CO)(CCc1ccc(cc1)c2coc(Cc3ccc(F)cc3)n2)COP(=O)(O)O	CHEMBL3341931	pEC50=7.26
N[C@@H](CO)COc1cc(Cl)c(cc1F)c2noc(n2)N3CCN(CC3)C(=O)C4CCCC4	CHEMBL3344421	pEC50=7.26
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3ccccc3Cl	CHEMBL1097807	pEC50=7.27
CCc1cc(CN2CC(C2)C(=O)O)sc1c3oc(nn3)c4ccc(Oc5ccccc5)cc4	CHEMBL2022704	pEC50=7.27
FC(F)(F)Oc1ccccc1c2noc(n2)c3ccc(N4CCCCC4)c(c3)C(F)(F)F	CHEMBL3699128	pKi=7.27
CCCCCCCCOc1ccc(NC(=O)[C@@H](N)CC(=O)O)cc1C(F)(F)F	CHEMBL2315818	pIC50=7.28
CCCCc1ccc(Oc2ccc(CCC(N)(CO)COP(=O)(O)O)c(F)c2)cc1	CHEMBL3133599	pEC50=7.28
CCc1ccc(cc1)n2cc(nn2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3	CHEMBL3342008	pEC50=7.28
COc1ccc(F)cc1c2noc(n2)c3ccc(c(CO)c3)c4ccccc4C	CHEMBL3699135	pKi=7.28
NC(CO)(CCc1ccc(Oc2ccc(cc2)c3ccccc3)cc1)COP(=O)(O)O	CHEMBL3133706	pEC50=7.29
CC(C)Cc1cc(nc(C)n1)c2onc(n2)c3ccc(O[C@@H]4CCC(=O)NC4)c(F)c3	CHEMBL3753479	pEC50=7.3
CC(C)Oc1ccc(cc1C#N)c2nnc(s2)n3cc4CN(CCC(=O)O)CCc4n3	CHEMBL3770458	pEC50=7.3
CC(C)Oc1ccc(cc1Cl)c2nnc(s2)n3ncc4CN(CCC(=O)O)CCc34	CHEMBL3771238	pEC50=7.3
CCCCCCCCCCCCCCN1CCC(C1)C(O)P(=O)(O)O	CHEMBL363008	pIC50=7.3
CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccc(CN4CCCC4)c(C)c3	CHEMBL3800230	pEC50=7.3
CCn1c(nc2ccccc12)[C@@H](C)NS(=O)(=O)c3ccc(Cl)cc3	CHEMBL3605514	pEC50=7.3
CC(C)Oc1ccc(nc1C)c2onc(n2)c3cc(F)c(OC[C@H](N)CO)cc3Cl	CHEMBL3753275	pEC50=7.31
CCCCCCCCCCCCCCN1CCC(O)(C1)P(=O)(O)O	CHEMBL184237	pIC50=7.31
NC(CO)(CCc1ccc(cc1)c2coc(n2)c3cccs3)COP(=O)(O)O	CHEMBL3341928	pEC50=7.31
CCCCCCCOc1ccc(CN2CC(C2)C(=O)O)cc1	CHEMBL3741496	pIC50=7.32
CCc1nc(c[nH]1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2	CHEMBL3133597	pEC50=7.32
Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCCCNCCO	CHEMBL3122009	pEC50=7.32
OC(=O)C1CN(Cc2ccc(c(F)c2)c3oc4ccc(cc4c3)C5CCCCC5)C1	CHEMBL1651718	pEC50=7.32
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3ccc(C)c(Cl)c3	CHEMBL1098143	pEC50=7.33
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3ccccc3	CHEMBL1094192	pEC50=7.33
CCC(C)(C)C(=O)N1CCN(CC1)c2noc(n2)c3cc(F)c(OCC(N)CO)cc3Cl	CHEMBL3344408	pEC50=7.34
COc1ccc(F)cc1c2noc(n2)c3ccc(N4CCCCC4C)c(NS(=O)(=O)C)c3	CHEMBL3699133	pKi=7.34
OC(=O)C1CN(Cc2ccc(cc2)c3noc(\C=C\C4(CCCCC4)c5ccc(Cl)cc5)n3)C1	CHEMBL3676131	pIC50=7.34
CCN(CC)Cc1cc(cc(C)n1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3	CHEMBL3799493	pEC50=7.35
N[C@@H](CO)COc1cc(Cl)c(cc1F)c2noc(n2)C3CCN(CC3)C(=O)C4CCCC4	CHEMBL3344422	pEC50=7.35
CCCCCCCCCc1ccc(CNCCC(F)(F)C(=O)O)cc1	CHEMBL119516	pIC50=7.36
CCCCCCCOc1ccc(CC[C@](C)(N)C(=O)O)cc1	CHEMBL1086171	pEC50=7.36
OC(=O)C1CN(Cc2ccc(cc2)c3noc(n3)c4cc(on4)c5ccccc5)C1	CHEMBL3799501	pEC50=7.36
CCCc1ccc(cc1)c2occ(n2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3	CHEMBL3341925	pEC50=7.37
COc1ccc(F)cc1c2noc(n2)c3ccc(c(C)c3)c4ccccc4C	CHEMBL3699120	pKi=7.37
OC(C(=O)NC1CCC1)c2ccc(cc2)c3noc(n3)c4onc(c5ccccc5)c4C(F)(F)F	CHEMBL3686144	pIC50=7.37
CC(C)Nc1cc(cc(C)n1)c2onc(n2)c3ccc(O[C@H]4CCC(=O)NC4)c(C)n3	CHEMBL3753609	pEC50=7.38
COCc1c(cnn1C2CCCCC2)c3onc(n3)c4cccc(COCC(=O)O)c4	CHEMBL3701828	pKi=7.38
Cn1cccc1CNC(=O)[C@H](O)c2ccc(cc2)c3noc(n3)c4onc(c5ccccc5)c4C(F)(F)F	CHEMBL3686146	pIC50=7.38
NC(CO)(CCc1ccc(cc1)c2cn(nn2)c3ccc(Cl)cc3)COP(=O)(O)O	CHEMBL3342005	pEC50=7.38
CCCCCCCCCc1ccc(CNCC(F)CC(=O)O)cc1	CHEMBL424254	pIC50=7.39
Cc1occ(n1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2	CHEMBL3133594	pEC50=7.39
OC(=O)C1CN(Cc2ccc(c(F)c2)c3nc4cc(Cc5ccccc5)ccc4s3)C1	CHEMBL1651850	pEC50=7.39
CC(C)Oc1ccc(COc2ccc3c(c2)cc4C(CC(=O)O)CCn34)cc1C(F)(F)F	CHEMBL3359519	pEC50=7.4
CC(C)Oc1ccc(cc1Cl)c2nnc(s2)n3nc(C)c(CCC(=O)O)c3C	CHEMBL3770208	pEC50=7.4
CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)nc(CN(C)C)c3	CHEMBL3799423	pEC50=7.4
N[C@@H]1COc2cc(ccc2[C@@H]1O)c3noc(n3)c4onc(c5ccccc5)c4C(F)(F)F	CHEMBL3640914	pIC50=7.41
CC1CCCCN1c2ncc(cc2C)c3onc(n3)c4ccc5nc[nH]c5c4	CHEMBL3661065	pKi=7.42
C[C@H](c1ccccc1)c2ccc3nc(sc3n2)c4ccc(CN5CC(C5)C(=O)O)cc4F	CHEMBL1651859	pEC50=7.42
OC(=O)C1CN(Cc2ccc(c(F)c2)c3nc4ccc(cc4s3)C5(CC5)c6ccccc6)C1	CHEMBL1651865	pEC50=7.42
CC(C)Cc1cc(cc(C)n1)c2onc(n2)c3ccc(OC[C@H]4COC(=O)N4)c(C)n3	CHEMBL3752005	pEC50=7.43
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(C)c2)\C(=O)N1c3ccccc3	CHEMBL1095995	pEC50=7.43
CCCCCCCCc1ccc2[nH]c(nc2c1)[C@@H](N)COP(=O)(O)O.COC(=O)C(F)(F)F	CHEMBL185491	pEC50=7.43
CCCc1ccc(CCc2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1	CHEMBL3133605	pEC50=7.43
FC(F)(F)c1cccc(c1)c2noc(n2)c3cc(c4ccccc4)c(s3)C(F)(F)F	CHEMBL224720	pIC50=7.43
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3cccc(Cl)c3	CHEMBL1097808	pEC50=7.46
CCc1cc(CN2CC(C2)C(=O)O)sc1c3cnc(s3)c4ccc(Oc5ccccc5)cc4	CHEMBL2022901	pEC50=7.46
C[C@@H](c1ccccc1)c2ccc3nc(sc3n2)c4ccc(CN5CC(C5)C(=O)O)cc4F	CHEMBL1651858	pEC50=7.46
NC(CO)(CCc1ccc(Oc2ccc(Cc3ccc(F)cc3)cc2)cc1)COP(=O)(O)O	CHEMBL3133704	pEC50=7.46
CC(C)(C)Cn1ncc(c2onc(n2)c3ccc(CN4CC(C4)C(=O)O)cc3)c1c5ccncc5	CHEMBL3701822	pKi=7.47
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3ccccc3C	CHEMBL1095152	pEC50=7.47
CCn1c(nc2cnccc12)[C@@H](C)NS(=O)(=O)c3ccc(cc3)C#N	CHEMBL3605552	pEC50=7.47
CC(C)(c1ccccc1)c2ccc3nc(sc3n2)c4ccc(CN5CC(C5)C(=O)O)cc4F	CHEMBL1651860	pEC50=7.48
COc1cc(CN2CC(C2)C(=O)O)ccc1OCc3cc(c4ccccc4)c(s3)C(F)(F)F	CHEMBL224800	pIC50=7.48
OC(=O)C1CN(Cc2ccc(c(F)c2)c3nc4ccc(nc4s3)C5(CCCCC5)c6ccccc6)C1	CHEMBL1651864	pEC50=7.48
CC(C)Cc1cc(nc(C)n1)c2onc(n2)c3cc(F)c(O[C@@H]4CCC(=O)N(C)C4)cc3Cl	CHEMBL3752660	pEC50=7.5
CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3ccc4CN(CCC(=O)O)CCc4c3C	CHEMBL1836169	pEC50=7.5
CC(C)Oc1ccc(cc1Cl)c2nnc(s2)c3cc(F)c(OC[C@H](N)CO)cc3Cl	CHEMBL3753190	pEC50=7.5
CCCCCCCCC(O)c1ccc(CNCCCP(=O)(O)O)cc1	CHEMBL117007	pIC50=7.5
CC(C)(C)OC(=O)NCCNC(=O)C(O)c1ccc(cc1)c2noc(n2)c3onc(c4ccccc4)c3C(F)(F)F	CHEMBL3686135	pIC50=7.51
CC(C)\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3cccc(Cl)c3C	CHEMBL1097809	pEC50=7.51
COCc1c(cnn1C2CCCCC2)c3onc(n3)c4cccc(OCCCC(=O)O)c4	CHEMBL3701836	pKi=7.51
CCCCCCCCCCCCNCCCP(=O)(O)O	CHEMBL119562	pIC50=7.52
CCCCCCCCc1ccc(NC(=O)[C@H](N)COP(=O)(O)O)cc1	CHEMBL227371	pKi=7.52
CCCCCCCCc1cccc(NC(=O)[C@H](N)CCP(=O)(O)O)c1	CHEMBL389033	pKi=7.52
CCn1c(nc2ccc(cc12)C(F)(F)F)[C@@H](C)NS(=O)(=O)c3cccnc3	CHEMBL3605542	pEC50=7.52
C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCCCc2cccs2)cc1	CHEMBL473360	pIC50=7.52
CC(C)c1ccc(cc1)n2cc(nn2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3	CHEMBL3342009	pEC50=7.54
CCCCCCc1ccc(cc1)c2onc(n2)c3ccc(CN4CC(C4)C(=O)O)cc3	CHEMBL371670	pIC50=7.54
OC(C(=O)NCC1CCCN1)c2ccc(cc2)c3noc(n3)c4onc(c5ccccc5)c4C(F)(F)F	CHEMBL3686141	pIC50=7.54
OC(C(=O)NCCC(=O)O)c1ccc(cc1)c2noc(n2)c3onc(c4ccccc4)c3C(F)(F)F	CHEMBL3686128	pIC50=7.54
CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(OC)nc(c3)c4ccccc4	CHEMBL3800496	pEC50=7.55
CCn1c(nc2cnc(OC)cc12)[C@@H](C)NS(=O)(=O)c3ccc(nc3)C#N	CHEMBL3605556	pEC50=7.55
OC(=O)c1cnn(Cc2ccc(cc2)c3noc(n3)c4cnn(C5CCCCC5)c4c6ccncc6)c1	CHEMBL3701843	pKi=7.55
CC(C)(C)c1ccc(cc1)c2oc(nn2)c3ccccc3N	CHEMBL197502	pIC50=7.57
CCc1occ(n1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c3)cc2	CHEMBL3133601	pEC50=7.57
CCn1c(nc2ccc(cc12)C(F)(F)F)[C@@H](C)NS(=O)(=O)c3cccc(Cl)c3	CHEMBL3605536	pEC50=7.57
OC(=O)C1CN(Cc2ccc(cc2)c3noc(\C=C\C4(CCCCC4)c5ccc(cc5)C(F)(F)F)n3)C1	CHEMBL3676130	pIC50=7.57
CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)c(C=O)s3	CHEMBL3798772	pEC50=7.59
CCn1c(nc2ccc(cc12)C(F)(F)F)[C@@H](C)NS(=O)(=O)c3ccncc3	CHEMBL3605543	pEC50=7.59
COc1ccc(Cc2occ(n2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc1	CHEMBL3341930	pEC50=7.59
OC(=O)C1CN(Cc2ccc(c(F)c2)c3nc4ccc(nc4s3)C5(CCCC5)c6ccccc6)C1	CHEMBL1651863	pEC50=7.59
CCCCCCCCCCCCCC(N)CCP(=O)(O)O	CHEMBL119760	pIC50=7.6
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(=O)(O)O	CHEMBL225155	pEC50=7.6
CCc1cc(CN2CC(C2)C(=O)O)sc1c3nnc(s3)c4ccc(Oc5ccccc5)cc4	CHEMBL2022707	pEC50=7.6
CCc1ccc(cc1)c2occ(n2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3	CHEMBL3341923	pEC50=7.6
COCc1c(cnn1C2CCCCC2)c3onc(n3)c4cccc(CO)c4	CHEMBL3701831	pKi=7.6
FC(F)(F)Oc1ccccc1c2noc(n2)c3ccc(cc3)C4CCCCC4	CHEMBL3699118	pKi=7.6
FC(F)(F)c1sc(cc1c2ccccc2)c3onc(n3)c4ccccc4	CHEMBL389012	pIC50=7.6
OC(=O)C1CN(Cc2ccc(cc2)c3noc(n3)c4onc(c4)c5ccccc5)C1	CHEMBL3798560	pEC50=7.6
OC(=O)C1CNC(C1)c2ccc(OCc3cc(c4ccccc4)c(s3)C(F)(F)F)cc2	CHEMBL377968	pIC50=7.6
OC(=O)CC1CCCn2c1cc3cc(OCc4cc(OC(F)(F)F)cc(c4)C#N)ccc23	CHEMBL3400907	pEC50=7.6
CC[C@@H](Nc1ccc(C)c(CNCC(C)(C)C(=O)O)c1)c2cc(C)c(Cl)c(C)c2	CHEMBL3671086	pIC50=7.61
CCn1c(nc2ccc(cc12)C(F)(F)F)[C@@H](C)NS(=O)(=O)c3ccc(C)cc3	CHEMBL3605534	pEC50=7.62
O[C@H]1[C@H](COc2cc(ccc12)c3noc(n3)c4onc(c5ccccc5)c4C(F)(F)F)NC6CC(C6)C(=O)O	CHEMBL3640916	pIC50=7.62
CCOC(=O)Cn1ncc(c2onc(n2)c3cc(F)ccc3F)c1c4ccccc4	CHEMBL3701812	pKi=7.64
N[C@@H]1COc2cc(ccc2[C@H]1O)c3noc(n3)c4onc(c5ccccc5)c4C(F)(F)F	CHEMBL3640912	pIC50=7.64
CC(C)c1ccc(cc1)c2occ(n2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3	CHEMBL3341924	pEC50=7.65
CCCCCCCCCc1ccc(CNCCC(O)C(=O)O)cc1	CHEMBL118068	pIC50=7.66
CCc1cc(CN2CC(C2)C(=O)O)sc1c3cc(on3)c4ccc(Oc5ccccc5)cc4	CHEMBL2022706	pEC50=7.66
NC(CO)(CCc1ccc(cc1)c2cn(nn2)c3ccc(cc3)C(F)(F)F)COP(=O)(O)O	CHEMBL3342006	pEC50=7.66
OC(=O)CC1CCCn2c1cc3cc(OCc4cc(cc(c4)C(F)(F)F)C(F)(F)F)ccc23	CHEMBL3400908	pEC50=7.66
CCCCCCCCc1ccc2[nH]c(nc2c1)[C@H](N)COP(=O)(O)O.COC(=O)C(F)(F)F	CHEMBL361915	pEC50=7.68
CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cnc(C)c(OC4CCCC4)c3	CHEMBL3798060	pEC50=7.68
COC(=O)c1cc(NC(=O)[C@@](C)(N)COP(=O)(O)O)ccc1OCCc2ccc(cc2)c3ccccc3	CHEMBL1092190	pIC50=7.68
C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2ccc(cc2)c3cccs3)cc1	CHEMBL473016	pIC50=7.68
Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1CCC(=O)O	CHEMBL3121992	pEC50=7.68
Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1O	CHEMBL3122002	pEC50=7.68
CC(C)Cc1cc(cc(C)n1)c2onc(n2)c3cc(F)c(OC[C@H](N)CO)cc3Cl	CHEMBL3753448	pEC50=7.7
CCCCCCCCCc1ccc(CN2CCC(C2)C(=O)O)cc1	CHEMBL224703	pIC50=7.7
CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1	CHEMBL366208	pEC50=7.7
CCCCCCCOc1ccc(CC[C@](C)(N)CCP(=O)(O)O)cc1	CHEMBL1086170	pEC50=7.7
CCCc1sc(c2CCC(C)(C)Cc12)c3onc(n3)c4cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c4	CHEMBL3121974	pEC50=7.7
CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)c(CNCC(C)C)s3	CHEMBL3800430	pEC50=7.7
CCc1sc(C(=O)CCc2cc(C)c(OC[C@@H](O)CO)c(C)c2)c3CCCCc13	CHEMBL3121976	pEC50=7.7
COc1ccccc1c2noc(n2)c3ccc(cc3)C4CCCCC4	CHEMBL3699116	pKi=7.7
NC(CO)(CCc1ccc(Oc2ccc(cc2)c3coc(n3)C4CC4)cc1)COP(=O)(O)O	CHEMBL3133596	pEC50=7.7
OC(=O)CC1CCn2c1cc3cc(OCc4ccc(C5CCCC5)c(c4)C(F)(F)F)ccc23	CHEMBL3358955	pEC50=7.7
O[C@@H]1[C@@H](COc2cc(ccc12)c3noc(n3)c4onc(c5ccccc5)c4C(F)(F)F)NCC6(CCC6)C(=O)O	CHEMBL3640919	pIC50=7.7
CC(C)(C)c1ccc(COc2ccc3[nH]c4C(CC(=O)O)NCCc4c3c2)cc1	CHEMBL3400911	pEC50=7.72
CCCCCCCCCCCCCCC(N)CCP(=O)(O)O	CHEMBL119110	pIC50=7.72
CCCCCCCOc1ccc(CC[C@](C)(N)CC(=O)O)cc1	CHEMBL1086172	pEC50=7.72
CCC\N=C\1/S\C(=C/c2ccc(O)c(Cl)c2)\C(=O)N1c3ccccc3C	CHEMBL1096872	pEC50=7.72
CCCc1ccc(cc1)n2cc(nn2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3	CHEMBL3342010	pEC50=7.72
Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCCO	CHEMBL3122003	pEC50=7.72
CC(C)Nc1cc(cc(C)n1)c2nnc(s2)c3cc(F)c(OC[C@H](N)CO)cc3Cl	CHEMBL3753062	pEC50=7.75
