O=C(NCCCNc1nc(Nc2cccc(c2)N3CCOCC3)ncc1C4CC4)C5CCC5	CHEMBL2207193	pIC50=7.55
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CCCC4)c(cnc3[nH]2)c5nc(cs5)C(=O)N	CHEMBL3125721	pIC50=8.05
Fc1cccc(Nc2ncc(Br)c(NCCCNC(=O)c3cccs3)n2)c1	CHEMBL2207218	pIC50=8.05
O=C(NCCCNc1nc(Nc2ccc(CN3CCCCC3)nc2)ncc1C4CC4)C5CCC5	CHEMBL2207202	pIC50=8.05
O=C(NCCCNc1nc(Nc2cnn(CCN3CCOCC3)c2)ncc1C4CC4)C5CCC5	CHEMBL2207215	pIC50=8.05
CN1CCC(CC1)c2ccc(Nc3ncc(C4CC4)c(NCCCNC(=O)C5CCC5)n3)cc2	CHEMBL2207197	pIC50=8.1
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CC(O)C4)c(Br)cnc3[nH]2	CHEMBL2011935	pIC50=8.1
Cn1cc(Nc2ncc(C3CC3)c(NCCCNC(=O)C4CCC4)n2)cn1	CHEMBL2207208	pIC50=8.1
Fc1cccc(Nc2ncc(Br)c(NCCCNC(=O)C3CCCC3)n2)c1	CHEMBL2207180	pIC50=8.1
Fc1cccc(Nc2ncc(C3CC3)c(NCCCNC(=O)C4CCC4)n2)c1	CHEMBL2207187	pIC50=8.1
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4ccc(cn4)N5CCOCC5)c3	CHEMBL3687151	pIC50=8.1
OCc1ccnc(Nc2cc(ccn2)c3ccc(OC4CCOCC4)c(c3)C#N)c1	CHEMBL3687160	pIC50=8.1
O[C@@H]1CC[C@@H](CC1)n2cc(Nc3nccc(n3)c4ccc(OC5CCOCC5)c(c4)C#N)cn2	CHEMBL3682429	pIC50=8.1
CC(C)N1CCC(CC1)n2cc(Nc3ncc(C4CC4)c(NCCCNC(=O)C5CCC5)n3)cn2	CHEMBL2207216	pIC50=8.16
CCn1cc(Nc2ncc(C3CC3)c(NCCCNC(=O)C4CCC4)n2)cn1	CHEMBL2207210	pIC50=8.16
COCCn1cc(Nc2nccc(n2)c3ccc(OCC4CCC4)c(c3)C#N)cn1	CHEMBL3687132	pIC50=8.16
Cc1nn(C)c2cc(Nc3ncc(C4CC4)c(NCCCNC(=O)C5CCC5)n3)ccc12	CHEMBL2207206	pIC50=8.16
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cnn(c4)C5CCNC5)n3	CHEMBL3687181	pIC50=8.16
O=C(NCCCNc1nc(Nc2ccc3CCN(Cc3c2)C4CC4)ncc1C5CC5)C6CCC6	CHEMBL2207204	pIC50=8.16
Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCCNC(=O)c4cccs4	CHEMBL2207217	pIC50=8.22
CN(C)Cc1ccc(Nc2ncc(C3CC3)c(NCCCNC(=O)C4CCC4)n2)cc1	CHEMBL2207196	pIC50=8.22
COCCn1cc(Nc2nccc(n2)c3ccc(OC4CCOCC4)c(c3)C#N)cn1	CHEMBL3687176	pIC50=8.22
COc1ccc(cc1)c2nc3c(NCCCN(C)C(=O)C4CCC4)c(Br)cnc3[nH]2	CHEMBL2011934	pEC50=8.22
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CCC4)c(Br)cnc3[nH]2	CHEMBL2011933	pEC50=8.22
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cn[nH]c4)n3	CHEMBL3687175	pIC50=8.22
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cnn(c4)C5CCNCC5)n3	CHEMBL3682420	pIC50=8.22
O=C(NCCCNc1nc(Nc2ccc(cc2)N3CCOCC3)ncc1C4CC4)C5CCC5	CHEMBL2207198	pIC50=8.22
OC[C@H]1C[C@@H]1Cn2cc(Nc3nccc(n3)c4ccc(OC5CCOCC5)c(c4)C#N)cn2	CHEMBL3682423	pIC50=8.22
OCc1cnc(Nc2cc(ccn2)c3ccc(OC4CCOCC4)c(c3)C#N)cn1	CHEMBL3687129	pIC50=8.22
CN1CCC(CC1)c2ccnc(Nc3cc(ccn3)c4ccc(OC5CCOCC5)c(c4)C#N)c2	CHEMBL3682434	pIC50=8.3
FC(F)Cn1cc(Nc2nccc(n2)c3ccc(OC4CCOCC4)c(c3)C#N)cn1	CHEMBL3687185	pIC50=8.3
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cnc(cn4)C5CCOCC5)c3	CHEMBL3687128	pIC50=8.3
CC(C)n1cc(Nc2ncc(C3CC3)c(NCCCNC(=O)C4CCC4)n2)cn1	CHEMBL2207209	pIC50=8.4
NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4	CHEMBL2011942	pIC50=8.4
Nc1cccc(c1)c2nc3c(NCCCNC(=O)C4CCC4)c(Br)cnc3[nH]2	CHEMBL2011940	pEC50=8.4
O=C(NCCCNc1nc(Nc2cnn(c2)C3CCCC3)ncc1C4CC4)C5CCC5	CHEMBL2207213	pIC50=8.4
O=C(NCCCNc1nc(Nc2ccc(cc2)n3cncn3)ncc1C4CC4)C5CCC5	CHEMBL2207199	pIC50=8.52
O=C(NCCCNc1nc(Nc2cccc(Cn3cncn3)c2)ncc1C4CC4)C5CCC5	CHEMBL2207194	pIC50=8.52
OCCn1cc(Nc2nccc(n2)c3ccc(OC4CCOCC4)c(c3)C#N)cn1	CHEMBL3682431	pIC50=8.52
O[C@@H]1CC[C@H](CC1)n2cc(Nc3nccc(n3)c4ccc(OC5CCOCC5)c(c4)C#N)cn2	CHEMBL3639859	pIC50=8.52
CN1CCN(CC1)C(=O)c2ccc(Nc3ncc(C4CC4)c(NCCCNC(=O)C5CCC5)n3)cc2	CHEMBL2207195	pIC50=8.7
Fc1cccc(Nc2ncc(Br)c(NCCCNC(=O)C3CCC3)n2)c1	CHEMBL2207181	pIC50=8.7
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cc(ccn4)C5CCNCC5)c3	CHEMBL3682430	pIC50=8.7
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cnn(CCC5CCNCC5)c4)n3	CHEMBL3687186	pIC50=8.7
O=C(NCCCNc1nc(Nc2cnn(c2)C3CCC3)ncc1C4CC4)C5CCC5	CHEMBL2207212	pIC50=8.7
O=C(NCCCNc1nc(Nc2cnn(c2)C3CCOCC3)ncc1C4CC4)C5CCC5	CHEMBL2207214	pIC50=8.7
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	CHEMBL388978	pKd=9.05
